id,valeur_NO2,valeur_CO,valeur_O3,valeur_PM10,valeur_PM25,2_wheeler_motor,4_wheeler_motor,bikes_scooters
2023-01-30 20,45.8,0.325,26.6,18.6,12.7,270,78,378
2023-01-30 21,47,0.36,23.6,19.9,13.4,276,48,315
2023-01-30 22,49.9,0.367,20.2,18.1,12,252,49,74
2023-01-30 23,54.8,0.381,14,18.2,12.8,197,54,113
2023-01-31 00,55.5,0.387,11.7,16.1,11.8,74,37,36
2023-01-31 01,43.7,0.369,18.2,19.2,13.6,25,23,13
2023-01-31 02,40.7,0.331,18.8,17.2,13.3,16,37,25
2023-01-31 03,40.2,0.3,18.8,16.6,12.1,36,25,11
2023-01-31 04,35.6,0.278,21.9,15.1,11.1,53,36,61
2023-01-31 05,40.1,0.281,17.2,14.1,10.4,122,53,98
2023-01-31 06,53.2,0.301,7.7,14.1,9.6,291,36,648
2023-01-31 07,57,0.299,8.5,14.6,9.1,557,50,1891
2023-01-31 08,55.7,0.322,10.7,19,9.8,673,63,588
2023-01-31 09,49.9,0.294,17,23.4,10.6,387,72,648
2023-01-31 10,42.9,0.276,22.1,21.5,10.7,698,27,392
2023-01-31 11,34.8,0.269,32.3,21.1,12.3,553,45,43
2023-01-31 12,28.7,0.221,39.1,19.8,10.9,519,50,983
2023-01-31 13,21.1,0.201,49.3,19.7,9,529,61,929
2023-01-31 14,18.2,0.18,51.6,16.9,8.1,730,55,459
2023-01-31 15,20.2,0.183,47.5,15.2,7.6,418,38,415
2023-01-31 16,32.7,0.229,34.6,17.6,9.6,659,47,761
2023-01-31 17,35.7,0.266,29.6,18.5,11.3,860,86,1207
2023-01-31 18,38.1,0.286,25,19.1,12.6,462,64,1688
2023-01-31 19,34.8,0.284,26.1,17.6,12.5,530,62,833
2023-01-31 20,31.1,0.257,30.6,16,12.3,184,54,364
2023-01-31 21,21.9,0.222,39.2,13.5,10.7,291,38,376
2023-01-31 22,19.3,0.191,44.5,9.9,8,388,35,572
2023-01-31 23,16,0.177,46.5,9.2,7.5,230,28,273
2023-02-01 00,13.3,0.168,48.1,9.6,7.3,80,23,83
2023-02-01 01,12,0.16,50.2,9.7,7,73,34,44
2023-02-01 02,9.3,0.151,58.5,11.3,7.2,31,27,7
2023-02-01 03,8.7,0.146,61.7,13.5,7.7,50,8,2
2023-02-01 04,12.2,0.15,61,14.9,8.5,53,29,32
2023-02-01 05,22.2,0.162,50.2,15.8,8.7,96,52,83
2023-02-01 06,28.1,0.177,45.5,17.1,9.1,209,68,542
2023-02-01 07,37.6,0.209,36.9,20.1,9.9,683,56,1823
2023-02-01 08,35.2,0.228,39.8,24.4,11.4,644,26,940
2023-02-01 09,34.9,0.213,41.1,24.1,11,472,113,347
2023-02-01 10,25.3,0.193,53.2,24.1,10.9,526,108,446
2023-02-01 11,17.9,0.18,60.2,25.1,11.4,739,69,641
2023-02-01 12,15.8,0.166,63.2,22.9,11.3,497,76,624
2023-02-01 13,18,0.17,63,23.8,10.5,714,42,416
2023-02-01 14,20.5,0.174,61.6,23.5,9.9,764,55,392
2023-02-01 15,17.2,0.166,66.4,23,9.3,354,70,524
2023-02-01 16,25.3,0.186,58.1,21.4,9.2,727,66,606
2023-02-01 17,27.9,0.202,55.1,20,9.3,442,104,1651
2023-02-01 18,28.2,0.207,54.2,20.4,9.5,784,33,725
2023-02-01 19,27.5,0.199,54.3,19.1,10.2,541,103,700
2023-02-01 20,27.4,0.191,52.1,20.4,11.3,406,68,438
2023-02-01 21,22.9,0.192,53.5,17.3,10.2,306,38,421
2023-02-01 22,17.2,0.188,57.4,17.2,9.8,321,53,215
2023-02-01 23,16.3,0.183,56.4,17.6,9.5,243,62,49
2023-02-02 00,13.9,0.177,56.7,18.6,9.5,107,17,138
2023-02-02 01,15.7,0.181,53.6,15.8,8.8,93,28,70
2023-02-02 02,15.3,0.182,53,15.2,8.6,20,32,9
2023-02-02 03,15.6,0.178,52.6,13.5,7.8,12,17,41
2023-02-02 04,17.7,0.173,50.5,13.2,7.6,62,15,12
2023-02-02 05,24.1,0.186,44.7,14.7,7.6,113,67,116
2023-02-02 06,32.1,0.188,38.8,14.1,7.4,282,79,377
2023-02-02 07,44.9,0.235,26.9,16.8,7.7,489,70,1964
2023-02-02 08,46.4,0.266,23.5,21,8.6,552,59,1864
2023-02-02 09,44.4,0.246,26,21,8.6,442,86,306
2023-02-02 10,36.1,0.223,37.3,18.2,7.6,475,61,471
2023-02-02 11,19.9,0.178,57.1,16.1,6.1,693,34,166
2023-02-02 12,17,0.167,61.2,13.7,5.5,481,89,642
2023-02-02 13,18.5,0.169,56.6,14.3,5.8,342,44,507
2023-02-02 14,20.1,0.173,55.3,14.3,5.5,547,50,270
2023-02-02 15,23.3,0.18,53,12.8,4.6,623,33,457
2023-02-02 16,27.8,0.187,50.2,11.5,4.1,522,83,843
2023-02-02 17,27.6,0.201,50.6,10.2,4.3,837,65,530
2023-02-02 18,27.8,0.233,48.2,13.9,6.4,739,70,1253
2023-02-02 19,27,0.226,48.4,11.9,6.6,572,62,897
2023-02-02 20,32.6,0.262,40.4,14.7,9.8,286,81,549
2023-02-02 21,23.6,0.22,46.5,12,8.1,260,66,388
2023-02-02 22,15.8,0.186,56.6,8.4,5.2,392,52,460
2023-02-02 23,12.5,0.155,62.3,6.2,3.5,159,21,262
2023-02-03 00,9.9,0.144,64.7,5.3,3.2,133,29,33
2023-02-03 01,9.2,0.14,64.2,5,3,89,11,47
2023-02-03 02,8.7,0.139,64.9,3.4,2.3,65,29,52
2023-02-03 03,8.1,0.135,66.4,3.1,1.8,59,24,17
2023-02-03 04,9.8,0.131,65.3,2.7,1.7,50,21,69
2023-02-03 05,14.1,0.134,62.3,3.1,1.7,86,42,133
2023-02-03 06,21.1,0.142,55.2,3.8,2,136,106,189
2023-02-03 07,30.9,0.177,44.6,5.2,2.7,389,47,1003
2023-02-03 08,40.2,0.222,33.9,11.4,4.1,402,38,1534
2023-02-03 09,24.3,0.166,50.2,8.1,3.4,487,71,526
2023-02-03 10,22.9,0.164,50.6,8.7,3.6,175,36,228
2023-02-03 11,20.3,0.166,51.7,9.2,4.2,549,50,784
2023-02-03 12,20.8,0.167,51.5,7.9,4.3,405,66,600
2023-02-03 13,20,0.162,51.9,9.4,3.7,372,65,391
2023-02-03 14,22.3,0.166,49.5,9.6,3.8,294,83,446
2023-02-03 15,27.1,0.182,43.2,9.9,4,644,69,844
2023-02-03 16,30.6,0.203,40.1,9.3,4.3,759,68,453
2023-02-03 17,36.5,0.219,36.3,10.5,4.6,775,69,1510
2023-02-03 18,30.6,0.212,46.6,11.9,6,441,89,1139
2023-02-03 19,24.6,0.201,51.9,11.1,7,477,34,464
2023-02-03 20,22.2,0.209,54,11.7,7.9,280,66,153
2023-02-03 21,17,0.178,59.5,9.2,6.1,382,68,330
2023-02-03 22,20.6,0.172,53.9,,11.9,221,39,427
2023-02-03 23,20.5,0.175,51.9,14.3,8.2,112,24,241
2023-02-04 00,17.8,0.174,52.3,11.5,8.5,100,51,221
2023-02-04 01,19.7,0.186,46.7,13.1,9.9,144,46,114
2023-02-04 02,17.9,0.18,45.7,14.2,11.5,113,47,97
2023-02-04 03,16,0.173,46.8,15,11.7,75,54,46
2023-02-04 04,15.9,0.165,46.3,14.8,11.1,86,52,84
2023-02-04 05,18.8,0.17,43.6,13.7,10.2,53,22,82
2023-02-04 06,24.9,0.176,37.3,13.1,9.9,54,41,105
2023-02-04 07,24.5,0.172,37,16,11.2,149,35,282
2023-02-04 08,25.4,0.188,35.4,18.2,11.7,278,71,131
2023-02-04 09,28.7,0.202,33.4,14.8,10.5,140,53,74
2023-02-04 10,27,0.202,34.8,9.2,6.7,272,78,330
2023-02-04 11,26.8,0.222,33,9.5,7.5,326,80,164
2023-02-04 12,25.9,0.211,37.3,11,8.9,328,46,505
2023-02-04 13,18.4,0.17,52.9,9.7,7,340,73,266
2023-02-04 14,22.9,0.188,47.7,10.4,7.9,124,58,386
2023-02-04 15,23.7,0.18,48.1,10.2,7.1,348,38,827
2023-02-04 16,25.7,0.217,47.5,9.1,6.6,480,45,895
2023-02-04 17,27.2,0.211,44.2,11.3,7.8,468,66,472
2023-02-04 18,37.1,0.273,29.3,17,12.7,585,61,776
2023-02-04 19,27.2,0.238,36.8,15.3,12.2,392,63,369
2023-02-04 20,24.7,0.218,40.8,14.5,10.8,313,40,52
2023-02-04 21,20.3,0.192,46.8,11.1,7.8,180,54,47
2023-02-04 22,18.7,0.185,52.9,9.9,6.5,242,59,134
2023-02-04 23,17.1,0.171,59,10.2,5.8,252,59,346
2023-02-05 00,14.2,0.159,64.8,6.8,4,74,52,171
2023-02-05 01,15.6,0.156,65,5.9,3.3,124,35,181
2023-02-05 02,15.3,0.166,66.2,5.6,3.5,56,42,116
2023-02-05 03,13.2,0.158,63.9,5.7,3.8,39,39,60
2023-02-05 04,14.6,0.164,60,6.6,4.8,51,28,50
2023-02-05 05,15.2,0.173,58.1,7.8,5.7,79,5,64
2023-02-05 06,17.4,0.171,54.5,9,6.4,38,55,52
2023-02-05 07,18.8,0.188,51.1,9.5,6.9,88,57,95
2023-02-05 08,22.6,0.194,42.5,13,9.4,157,36,274
2023-02-05 09,21.9,0.194,39.3,12.1,9.6,120,60,271
2023-02-05 10,12.1,0.162,57.9,10.3,5.9,181,42,461
2023-02-05 11,8.2,0.146,72.1,14,5.4,189,46,362
2023-02-05 12,8.6,0.149,72.8,12.4,6.3,394,45,679
2023-02-05 13,8.4,0.15,73.4,15.2,7.4,304,56,58
2023-02-05 14,9.5,0.15,71.4,16.9,7.8,374,85,462
2023-02-05 15,11.2,0.155,69.4,22.9,9.6,371,66,635
2023-02-05 16,14.4,0.166,65.8,18.1,8.4,88,53,911
2023-02-05 17,19.5,0.201,59.2,18.3,9.7,435,67,833
2023-02-05 18,19.6,0.201,56.4,18.7,10.6,376,53,351
2023-02-05 19,23.4,0.217,49.5,21.7,12.7,376,60,297
2023-02-05 20,22.7,0.225,47.8,23.4,13.8,275,43,232
2023-02-05 21,17.4,0.211,50.9,21.4,12.2,245,53,196
2023-02-05 22,16.2,0.191,49.9,21.5,13.3,56,40,90
2023-02-05 23,17.4,0.188,45.7,22.6,12.6,26,47,67
2023-02-06 00,16.4,0.195,45.3,23.1,12.9,55,23,33
2023-02-06 01,17.9,0.19,41.7,23.2,13.1,38,7,34
2023-02-06 02,19.8,0.196,39.6,22.4,13.3,45,19,15
2023-02-06 03,18.6,0.197,39.1,24.1,14.3,51,22,14
2023-02-06 04,18.1,0.187,37.5,23.9,14.1,42,11,28
2023-02-06 05,32.8,0.217,24.5,23,13.5,120,31,42
2023-02-06 06,39.9,0.214,18.1,22.4,13.4,216,84,265
2023-02-06 07,42.5,0.235,17.3,25.1,14.1,393,96,1241
2023-02-06 08,39.5,0.248,22.4,26.4,14.3,838,66,826
2023-02-06 09,30.9,0.227,31.6,28.4,15.3,196,94,607
2023-02-06 10,25.2,0.209,39.2,27,15.6,212,96,403
2023-02-06 11,25.5,0.214,42.4,23.9,15.7,530,85,571
2023-02-06 12,18.5,0.202,49.2,24,15.7,645,107,447
2023-02-06 13,15.5,0.182,53,23,13.7,705,108,532
2023-02-06 14,19.6,0.194,50.9,20.9,12.1,515,71,317
2023-02-06 15,21.3,0.191,49.9,17.3,8.9,373,111,402
2023-02-06 16,31.3,0.215,39.8,17,8.8,714,48,616
2023-02-06 17,42.2,0.248,28.3,17.5,10.2,432,83,1335
2023-02-06 18,49.1,0.286,20.8,19.6,12.1,317,56,706
2023-02-06 19,45.4,0.272,21.8,19.2,13,563,74,821
2023-02-06 20,40.8,0.266,23.4,20.2,14.2,305,60,363
2023-02-06 21,32.8,0.245,28.6,17.8,13,286,80,204
2023-02-06 22,32.9,0.228,27.1,16.9,12.2,309,34,210
2023-02-06 23,31.1,0.226,26.9,16.8,12.3,106,26,54
2023-02-07 00,27.3,0.218,28.6,15.1,11.4,87,27,40
2023-02-07 01,25.3,0.216,29.3,14.5,11.1,49,22,13
2023-02-07 02,22.4,0.206,30.2,14.4,11.2,47,17,27
2023-02-07 03,23.5,0.208,27.8,14.8,12,33,22,18
2023-02-07 04,25.3,0.213,25.9,14.4,12,60,32,73
2023-02-07 05,36.7,0.227,16.8,14.5,12.1,124,51,29
2023-02-07 06,45.1,0.241,9.6,14.6,11.6,199,93,248
2023-02-07 07,41.6,0.256,12.5,15.5,11.1,680,73,1645
2023-02-07 08,33.3,0.254,19.6,17,10.6,974,101,1099
2023-02-07 09,21.5,0.214,30.9,13.9,9.2,396,33,441
2023-02-07 10,16.6,0.209,36.4,14.5,9.8,291,68,592
2023-02-07 11,16.6,0.214,37.9,16.1,10.7,354,13,261
2023-02-07 12,16.7,0.219,39.4,17,11.5,466,6,839
2023-02-07 13,17.8,0.224,39.6,19.8,12.1,375,2,624
2023-02-07 14,21.7,0.232,37.5,21.1,12.5,314,1,942
2023-02-07 15,26.3,0.243,34.8,23.1,13.5,507,2,778
2023-02-07 16,29.2,0.248,29.8,22,13.5,614,2,1375
2023-02-07 17,39.3,0.278,18.2,18.6,12.7,605,1,1568
2023-02-07 18,44.9,0.318,13.2,19.8,14.5,696,17,1195
2023-02-07 19,57.1,0.394,3.6,25,18.9,550,31,429
2023-02-07 20,55.4,0.393,2.4,24,18.4,416,46,332
2023-02-07 21,54.6,0.399,2.6,23.4,18.8,287,39,275
2023-02-07 22,49.4,0.351,4.8,22.7,17.8,302,42,125
2023-02-07 23,49.5,0.352,4.4,21.7,17.6,122,35,313
2023-02-08 00,54.8,0.41,1,23.2,18.5,47,19,78
2023-02-08 01,53.1,0.422,1.3,23.6,18.9,61,17,38
2023-02-08 02,36.8,0.329,10.8,20.2,16.6,48,23,6
2023-02-08 03,35.7,0.329,9.7,20,17.1,19,22,3
2023-02-08 04,45.3,0.341,2.5,21.9,18.4,47,17,57
2023-02-08 05,48.7,0.365,1.1,22.7,18.4,71,53,36
2023-02-08 06,50,0.382,0.3,25.4,20.6,239,66,406
2023-02-08 07,50.7,0.4,1.6,27.6,20.7,442,45,648
2023-02-08 08,48.7,0.419,6.1,32.1,21.9,401,107,1701
2023-02-08 09,42.7,0.395,13.6,36.6,23.7,459,70,737
2023-02-08 10,35.6,0.344,22.8,30.9,22.6,466,74,522
2023-02-08 11,28.1,0.319,34.5,30,20.8,614,46,539
2023-02-08 12,26.5,0.297,36.8,27.2,20,219,50,699
2023-02-08 13,21.1,0.248,48.3,22.6,14.9,631,72,727
2023-02-08 14,22.8,0.259,47.6,23.3,15.1,582,46,479
2023-02-08 15,24.3,0.257,44.8,25.5,16,261,36,203
2023-02-08 16,27.1,0.265,41.1,24.8,16.5,677,79,596
2023-02-08 17,34.7,0.292,32.9,23.1,16.4,680,49,864
2023-02-08 18,41.5,0.327,25.4,21.9,16.6,450,76,1510
2023-02-08 19,51.4,0.343,15.3,25.4,18.8,328,47,760
2023-02-08 20,57.4,0.309,9.5,22.9,17.2,384,62,260
2023-02-08 21,56.6,0.339,9.8,24.6,17.7,179,78,464
2023-02-08 22,64.1,0.399,3.6,25.6,19.9,217,39,241
2023-02-08 23,68.5,0.492,0.7,28.1,22,208,34,231
2023-02-09 00,71.2,0.614,1.5,32.9,26.3,105,43,68
2023-02-09 01,78.6,1.049,2.6,46.9,36.5,60,33,22
2023-02-09 02,86.5,1.476,3.3,69.7,55.8,39,36,19
2023-02-09 03,79.6,1.345,2.2,70.4,58.7,64,40,23
2023-02-09 04,67.3,1.105,1.7,61.9,52.3,70,44,38
2023-02-09 05,67.6,1.132,2,60.9,52.4,98,42,123
2023-02-09 06,71.1,1.233,1.9,66.6,56,246,74,240
2023-02-09 07,73.2,0.942,1.6,59,45,681,37,1693
2023-02-09 08,72.9,0.85,2.7,59.1,42.2,987,91,2023
2023-02-09 09,68.7,0.707,6.1,54.1,36,399,68,147
2023-02-09 10,75.6,0.787,6.5,67.5,42,638,90,229
2023-02-09 11,76.5,0.739,8.5,74.3,46.9,713,61,326
2023-02-09 12,65,0.51,14.4,62.2,41.3,336,83,813
2023-02-09 13,59.4,0.474,17.7,51.7,35.1,615,41,420
2023-02-09 14,54.6,0.4,22.8,50.4,31.5,871,86,303
2023-02-09 15,44.7,0.33,30.2,43.6,28.1,768,58,800
2023-02-09 16,42.8,0.32,30.9,47.9,33.4,648,74,1050
2023-02-09 17,50.2,0.356,20.6,50.1,35.4,874,72,1194
2023-02-09 18,58,0.436,10.2,51.6,38.1,1182,38,1004
2023-02-09 19,62.1,0.531,4.4,56.1,43.4,704,77,717
2023-02-09 20,63.3,0.522,4.5,53.4,42.7,308,42,531
2023-02-09 21,70.2,0.707,1.1,57,46.4,437,62,397
2023-02-09 22,68.7,0.686,0.8,55,47.1,271,37,231
2023-02-09 23,64.1,0.573,1.6,49.2,43.3,286,47,183
2023-02-10 00,72,0.921,1.3,57.3,49.4,120,31,87
2023-02-10 01,69.7,1.109,1.4,67.6,58.6,82,13,80
2023-02-10 02,69,1.361,1.7,82.1,72.2,75,50,49
2023-02-10 03,61.4,1.105,0.5,73.3,66.1,65,34,40
2023-02-10 04,58.9,0.742,0.2,56.9,51.1,99,47,23
2023-02-10 05,59.9,0.559,0.3,44.9,40.5,141,50,124
2023-02-10 06,62.5,0.46,1.1,39.4,34.7,287,110,410
2023-02-10 07,66.2,0.408,1.9,35.2,28.7,509,79,302
2023-02-10 08,67.9,0.454,3.7,40,27.2,650,84,1688
2023-02-10 09,62.9,0.467,9.2,44.9,28.4,641,47,258
2023-02-10 10,43.8,0.342,27.4,39.2,24.9,337,50,660
2023-02-10 11,29.3,0.282,40,35.7,22.7,976,81,424
2023-02-10 12,32.2,0.301,35.5,38.7,27,840,91,610
2023-02-10 13,27.9,0.282,39.8,34.6,25,499,71,247
2023-02-10 14,26.9,0.275,44.9,31,19,833,52,806
2023-02-10 15,27.3,0.238,46.1,26.8,16.8,674,79,813
2023-02-10 16,31.8,0.241,43.8,24.1,14.4,721,50,1306
2023-02-10 17,49.6,0.349,21.1,31.7,21.2,905,61,860
2023-02-10 18,60.2,0.413,10.5,36.2,26.4,931,68,1026
2023-02-10 19,66.6,0.51,3.2,50.6,40.7,535,83,993
2023-02-10 20,69.1,0.563,1.3,46.1,37.4,514,30,332
2023-02-10 21,70.7,0.626,1,49.9,41.1,358,43,311
2023-02-10 22,62.4,0.584,0.8,46.2,38.8,487,26,210
2023-02-10 23,59.1,0.63,0.5,47.2,40.8,451,58,388
2023-02-11 00,58.1,0.654,0.3,43.8,38.7,215,72,285
2023-02-11 01,54.5,0.612,0.5,41.5,37,140,34,234
2023-02-11 02,52,0.569,0.1,42.5,38.6,92,45,79
2023-02-11 03,52.9,0.642,0.2,42,37.4,103,73,92
2023-02-11 04,54.4,0.693,0.2,43.3,38.4,84,58,98
2023-02-11 05,53.6,0.657,0,42.2,37.8,154,47,96
2023-02-11 06,54.1,0.73,0.1,43.1,37.6,103,63,129
2023-02-11 07,55.2,0.769,0.3,45.1,37.9,178,97,140
2023-02-11 08,58.9,0.826,1.2,46.5,38.9,348,40,533
2023-02-11 09,69.2,0.92,1.8,60.3,44.5,474,81,624
2023-02-11 10,76.7,0.834,6,59.2,43.7,359,67,449
2023-02-11 11,42.1,0.343,35.5,32.2,22.1,438,53,738
2023-02-11 12,38.5,0.258,40.6,22.8,14.3,636,53,1106
2023-02-11 13,39.9,0.263,40.5,24.7,16.8,529,28,990
2023-02-11 14,33.5,0.233,46.4,20.1,13.1,776,47,1025
2023-02-11 15,37.1,0.224,41.9,21.7,12.8,707,57,782
2023-02-11 16,43.8,0.222,34,23.3,14,829,65,735
2023-02-11 17,40.3,0.228,35.9,20.5,14.8,712,27,928
2023-02-11 18,32.3,0.242,38.6,18.5,14,698,66,859
2023-02-11 19,41.7,0.287,29.3,18.2,15.3,552,75,297
2023-02-11 20,22.5,0.21,48.5,13.1,10.5,521,68,183
2023-02-11 21,14.7,0.188,55.3,10.7,8,356,64,426
2023-02-11 22,13.1,0.186,53,12.1,10.2,347,41,363
2023-02-11 23,10.2,0.17,54,11.9,10.4,327,53,282
2023-02-12 00,10.7,0.178,49.4,10.9,9.9,185,66,313
2023-02-12 01,11.3,0.184,46.3,12.1,11.4,226,69,307
2023-02-12 02,9.2,0.151,58.9,5.5,5,97,36,196
2023-02-12 03,11.4,0.155,57.3,3.8,3.2,73,61,130
2023-02-12 04,11.3,0.167,52.2,5.9,5.4,83,62,106
2023-02-12 05,10.4,0.164,54.6,5.5,5.2,103,11,75
2023-02-12 06,9.6,0.162,55.6,5.9,5.3,33,59,96
2023-02-12 07,9.4,0.159,55.6,6.5,5.5,89,51,95
2023-02-12 08,11.7,0.165,53.4,6.7,5.6,76,59,208
2023-02-12 09,11.6,0.163,56.5,5.6,4,92,48,550
2023-02-12 10,13.8,0.177,55.1,7.3,4.7,264,50,679
2023-02-12 11,10,0.159,58.4,8.3,5.3,380,53,837
2023-02-12 12,9.5,0.163,56,11.3,7.9,419,68,440
2023-02-12 13,9.9,0.174,53.7,13.7,9.6,428,72,412
2023-02-12 14,11.1,0.178,54.7,15.8,9.7,401,37,596
2023-02-12 15,12.5,0.187,53.3,16.8,10.3,483,45,1113
2023-02-12 16,16.3,0.199,51.2,19.3,12.1,501,44,653
2023-02-12 17,31,0.268,36.8,19.8,15.1,568,61,967
2023-02-12 18,47.6,0.362,21.6,26.1,21.1,484,70,660
2023-02-12 19,40.4,0.323,24.5,25.1,21.6,529,41,521
2023-02-12 20,37.5,0.318,26,23.5,21,456,69,281
2023-02-12 21,49.1,0.395,14.7,24,21.9,465,50,266
2023-02-12 22,52.5,0.414,7.7,31.6,24.7,183,27,92
2023-02-12 23,47.7,0.372,10,25.8,20.9,184,52,132
2023-02-13 00,51.5,0.382,4.5,23.5,21.3,106,46,74
2023-02-13 01,52.4,0.41,3.2,26.4,23.6,55,35,30
2023-02-13 02,29.4,0.286,19,22.8,21.1,38,41,32
2023-02-13 03,34.2,0.311,12.8,22.5,21.2,44,25,28
2023-02-13 04,35.2,0.356,10.7,23.3,21.6,98,26,68
2023-02-13 05,30,0.269,13.1,21.9,20.9,117,70,112
2023-02-13 06,41.2,0.304,3.6,24.3,21.8,223,81,526
2023-02-13 07,52.8,0.679,0.4,36.5,26.7,865,92,1523
2023-02-13 08,39.5,0.4,8.3,35.6,26.2,1046,49,1969
2023-02-13 09,39,0.363,10.6,35.6,27.4,453,108,711
2023-02-13 10,45,0.392,11.8,46.6,31.5,593,102,474
2023-02-13 11,40.2,0.332,20.2,44.5,30.3,791,67,414
2023-02-13 12,39.2,0.336,27.1,41.5,29.4,634,104,628
2023-02-13 13,41.1,0.316,28.5,40.9,29.7,695,70,581
2023-02-13 14,37.3,0.303,34,41.1,27.8,782,81,714
2023-02-13 15,36.4,0.284,35.1,41.4,27.2,638,97,772
2023-02-13 16,52.5,0.345,16.6,48.8,30.7,958,101,815
2023-02-13 17,70.1,0.47,8.8,51.9,33.1,1154,46,1707
2023-02-13 18,84.9,0.528,1.1,52.9,37.9,1026,84,1622
2023-02-13 19,80.8,0.564,1.5,54.3,40.6,579,71,767
2023-02-13 20,83.1,0.633,1,52.2,40.7,492,75,586
2023-02-13 21,78.3,0.594,1.2,54,44.9,332,74,538
2023-02-13 22,74.4,0.579,0.9,55.5,48.1,353,51,310
2023-02-13 23,74.7,0.643,0.6,55.1,48.4,196,60,143
2023-02-14 00,72.8,0.676,0.5,58.4,51.1,123,23,57
2023-02-14 01,66.7,0.594,0.5,56.2,50.5,78,34,42
2023-02-14 02,60.8,0.651,0.4,58.1,52.3,57,37,21
2023-02-14 03,55.1,0.704,0.3,58.2,53.2,42,38,26
2023-02-14 04,53.5,0.728,0.1,56.9,52.2,72,38,61
2023-02-14 05,52.4,0.742,0.1,56.6,50.7,122,51,94
2023-02-14 06,56.2,0.864,0.1,59,52.5,287,111,637
2023-02-14 07,59.2,1.02,0.3,66.6,55.3,846,108,1352
2023-02-14 08,61.2,0.998,1,76.2,53.9,844,144,2201
2023-02-14 09,56.3,0.747,3.1,67.4,48.7,600,91,429
2023-02-14 10,62.8,0.64,5.7,64.5,50.2,636,79,645
2023-02-14 11,72.1,0.651,7.7,70.7,52.4,847,84,853
2023-02-14 12,70.2,0.565,13,73,54.9,513,85,711
2023-02-14 13,61.6,0.446,22.5,71.5,48.1,957,107,642
2023-02-14 14,64.4,0.446,21.1,61.3,43.2,829,18,592
2023-02-14 15,68.9,0.457,17,68.7,44.3,899,65,464
2023-02-14 16,57.1,0.392,27.2,70.9,43,549,73,1030
2023-02-14 17,84.4,0.6,4.8,70.5,45.6,1166,92,1944
2023-02-14 18,87.7,0.658,1.7,67.7,46.7,1029,63,2062
2023-02-14 19,90.2,0.813,1.7,75.3,52.6,789,101,1112
2023-02-14 20,70.9,0.557,13.4,54.1,46.5,458,56,555
2023-02-14 21,78.8,0.607,3.9,58.2,49.5,486,77,575
2023-02-14 22,68.8,0.566,5.9,59.6,51.9,730,38,366
2023-02-14 23,68.7,0.534,3.3,57.8,51.1,265,50,222
2023-02-15 00,82.7,1.152,1.2,69.2,57.9,94,41,95
2023-02-15 01,74.8,0.86,0.3,64.3,54.4,98,33,69
2023-02-15 02,70.7,0.86,0.2,60.6,52.9,64,33,34
2023-02-15 03,66.2,0.72,0.1,59.7,53.1,30,46,27
2023-02-15 04,62.2,0.748,0.3,63.3,56.1,88,29,54
2023-02-15 05,55.9,0.682,0,65,57.4,160,54,106
2023-02-15 06,53.4,0.631,0,64.4,56.7,277,77,248
2023-02-15 07,56.2,0.774,0.6,71.9,59.8,808,119,948
2023-02-15 08,64.1,0.978,1.4,83.5,65.7,952,111,909
2023-02-15 09,72.5,1.087,2.2,,75.6,380,88,611
2023-02-15 10,81.1,1.14,3.3,114.4,80,621,93,563
2023-02-15 11,86.8,1.069,4.6,125.5,86.5,736,76,827
2023-02-15 12,77.5,0.833,7.1,116.6,81.7,687,77,828
2023-02-15 13,69.7,0.636,8.7,103.1,71.7,754,47,624
2023-02-15 14,61.1,0.545,10.3,96.4,64.4,476,80,682
2023-02-15 15,59.5,0.499,11.8,89.3,59.1,512,94,517
2023-02-15 16,65.4,0.451,8.8,83.4,52.9,559,98,1184
2023-02-15 17,72.6,0.514,2.4,71.5,49.2,585,73,1756
2023-02-15 18,77,0.604,1,65.9,47.4,1029,85,1547
2023-02-15 19,79.6,0.57,1.8,52,38.6,424,80,1021
2023-02-15 20,76.3,0.512,3.7,45.8,34.9,270,43,361
2023-02-15 21,80,0.564,1,44.7,34.7,507,69,436
2023-02-15 22,78.7,0.648,0.3,45.9,37.3,244,60,457
2023-02-15 23,76.8,0.698,0.3,47.5,39.1,29,4,76
2023-02-16 00,71.3,0.659,0,43.6,36.5,4,0,37
2023-02-16 01,66.3,0.552,0,39.5,33.8,6,0,19
2023-02-16 02,61.8,0.504,0.2,38.3,32,11,0,6
2023-02-16 03,55.1,0.433,3.1,34.5,28.3,5,0,15
2023-02-16 04,56,0.435,1.3,33.2,27,15,2,5
2023-02-16 05,59.9,0.431,0,32.8,26.2,12,14,57
2023-02-16 06,65.6,0.401,0.1,33.6,24.5,34,16,194
2023-02-16 07,64.3,0.432,1.4,35.7,24.1,78,14,643
2023-02-16 08,60.5,0.482,3.4,44.5,25.7,52,0,605
2023-02-16 09,55.7,0.44,6.6,45.8,27.5,67,1,194
2023-02-16 10,48.8,0.425,12.5,46.8,29,74,8,129
2023-02-16 11,32.6,0.33,28.1,41.2,25.2,34,4,201
2023-02-16 12,22.1,0.249,46.3,33.3,19.5,106,2,0
2023-02-16 13,19.3,0.222,54.5,28.2,13.2,91,2,185
2023-02-16 14,19.1,0.209,55.7,22.8,10,45,2,196
2023-02-16 15,18.3,0.195,54.8,26.2,9.6,61,0,238
